City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Clouds,Wind,Weather Description
700,Puerto Colombia,CO,10.9878,-74.9547,77.09,81,0,22.62,clear sky
701,Hovd,MN,48.0056,91.6419,7.5,82,100,2.95,overcast clouds
702,Isiro,CD,2.7739,27.616,85.03,43,29,6.49,scattered clouds
703,Neuquen,AR,-38.9516,-68.0591,70.81,35,0,2.93,clear sky
704,Haines Junction,CA,60.7522,-137.5108,1.35,78,100,0.0,overcast clouds
705,Forbes,AU,-33.3833,148.0167,85.91,17,0,14.9,clear sky
706,Viedma,AR,-40.8135,-62.9967,62.96,58,5,10.4,clear sky
707,Mwene-Ditu,CD,-7.0,23.45,77.0,71,35,4.41,scattered clouds
708,Jardim,BR,-21.4803,-56.1381,70.59,99,100,2.73,moderate rain
709,Gazanjyk,TM,39.2446,55.5154,61.93,29,0,9.04,clear sky
710,Pandan,PH,14.0453,124.1694,78.21,89,100,18.66,moderate rain
711,Tuma,RU,55.148,40.5537,22.93,89,100,10.65,overcast clouds
712,Bodden Town,KY,19.2833,-81.25,77.94,82,1,3.0,clear sky
713,Calvinia,ZA,-31.4707,19.776,64.9,56,100,9.6,overcast clouds
714,Tamiahua,MX,21.2667,-97.45,69.98,89,0,7.61,clear sky
715,Lewiston,US,44.1003,-70.2148,37.38,97,100,2.95,light snow
